ID,Name,Price,Size,Age,Floor,Location,Tags
0a07e0286362222,南京復興站壹樓三角窗~~新店松山線,38000000,21.89,56.9,1.0,台北市,"邊間,免爬樓梯"
02ba90285335741,師大路錢景可期收租透天,46660000,0.0,0.0,0.0,台北市,宜收租
00062828634581a,(親友專任)657-古亭師大商圈優質社區【中信王牌】,52800000,36.01,34.2,4.0,台北市,近商圈
006b0a28621841e,忠孝敦化漂亮3房,56880000,32.43,37.7,5.0,台北市,"平面車位,邊間,格局方正"
0ba39d286655576,大自然天母邊間庭院一樓⭐️住商謝秀珍⭐️,26880000,40.93,39.8,1.0,台北市,"邊間,免爬樓梯,有庭院,孝親房,近學區"
0e58d7285941032,ＮＥＷ★仁愛國館景觀３房,62880000,33.33,46.2,8.0,台北市,"廁所開窗,三面採光,景觀宅,邊間,裝潢美宅,近捷運,高樓層"
0c9b3628594312b,內湖翡翠城邊間方正美寓,21000000,19.33,45.6,5.0,台北市,"廁所開窗,採光佳,邊間,裝潢美宅,近公車站"
0f069428646459d,21 ㄚㄚLIN |新紐約景觀邊間美房,17500000,6.71,15.6,11.0,台北市,"景觀宅,邊間,獨棟,格局方正"
085e3428694994c,大安❤️東區延吉公寓3房❤️21世紀阿偉,35980000,29.06,50.3,2.0,台北市,"邊間,近捷運"
050595285570770,近萬隆捷運稀有小透天,31880000,15.52,0.0,1.0,台北市,"廁所開窗,房間皆有窗,裝潢美宅,近捷運,近公園"
06f018286027286,圓璽-方正三房正面公園,17800000,26.58,45.0,4.0,台北市,"近公園,格局方正"
0e5079285941962,樹景溫馨兩房,21200000,13.79,3.1,4.0,台北市,"平面車位,裝潢美宅"
04ece1286978411,莎岡綠景五房大空間樓中樓,33800000,52.21,34.1,2.0,台北市,"平面車位,近學區"
003314285973497,晶麒豪景鋼骨邊間管理大戶,46500000,24.58,8.0,19.0,台北市,"平面車位,邊間"
00d0ed286978126,五期重劃尊勝植墅3房大車位,62900000,31.2,13.1,4.0,台北市,"前後陽台,平面車位"
04efe2286925664,收租置產國賓金店面,180000000,60.69,59.2,2.0,台北市,"宜收租,裝潢美宅,近捷運,近公園"
037f5628605015f,民權西雙捷運景觀帷幕辦公,38380000,33.98,33.1,11.0,台北市,"景觀宅,邊間,高樓層,格局方正"
036a45286522646,士林精裝商一美寓,19000000,32.1,56.7,2.0,台北市,宜收租
0433c1285853176,松山站高樓邊間景觀2房,18000000,11.77,27.5,10.0,台北市,"景觀宅,邊間,近台鐵,高樓層"
0e6c5628612250b,政大日內瓦,42400000,38.28,15.1,4.0,台北市,"廁所開窗,三面採光,前後陽台,房間皆有窗,平面車位,一層一戶,近學區"
061f3428499522e,科技捷運華廈~獨家,45000000,26.01,37.5,2.0,台北市,"三面採光,景觀宅,近學區,格局方正"
066882286518584,北車雙子星黃金地段高樓邊間住辦,63800000,38.4,34.3,24.0,台北市,"景觀宅,邊間,高樓層"
01abea28605105e,北投－稀有邊間一樓,18680000,25.35,54.7,1.0,台北市,"廁所開窗,三面採光,邊間,宜收租,免爬樓梯,裝潢美宅,格局方正"
0a15c5285699963,BR187台北世貿三捷國際景觀大四房,44180000,38.77,43.4,8.0,台北市,"景觀宅,近捷運"
0c09d4284069078,★敦南花園壹樓★,36800000,26.21,46.7,1.0,台北市,"免爬樓梯,有庭院,近學區"
086d8b286805483,❤️❤️楓香宿❤️低總價❤️❤️電梯二房,13660000,11.53,8.0,2.0,台北市,"裝潢美宅,近商圈"
0d4fef286547666,近捷運南京三民可2房,23660000,14.29,43.6,6.0,台北市,"近捷運,格局方正,近商圈"
01cf18286498880,德惠精緻套房收租寶貝~永慶妙妃,8800000,5.9,45.0,7.0,台北市,"宜收租,裝潢美宅,近商圈"
0a955d28705026d,21211-近捷運內湖站湖光市場豪邸附車位,49040000,39.0,7.0,14.0,台北市,"平面車位,近捷運"
0ffbe1286519323,士林夜市傳家獨棟金店面大土持,130000000,30.26,75.8,1.0,台北市,"獨棟,宜收租,近捷運,近商圈"
00090c284824417,中山國小精品辦公室A,18880000,20.26,40.2,5.0,台北市,"宜收租,近商圈"
04a31528685400e,西門捷運聯富賀采景觀兩房,19800000,9.51,17.1,11.0,台北市,"景觀宅,邊間,裝潢美宅,無暗房,高樓層,近商圈"
03cfea287067165,中正❤️⭐仁愛首都極品三房❤️⭐21世紀徐儀婷,58800000,32.14,47.4,6.0,台北市,邊間
020efc286078060,⭐冠軍團隊潘安專賣⭐近捷運採光大空間美寓,28990000,35.07,35.0,5.0,台北市,"近捷運,採光佳,裝潢美宅,近商圈"
02909f287067245,南港❤️⭐松河麗景4房+車位❤️⭐21世紀徐儀婷,48000000,9.09,51.3,2.0,台北市,"平面車位,近台鐵"
08aba2286814064,台北行天宮商圈&捷運｜雅緻裝潢｜超大坪效三房,26800000,23.99,47.0,4.0,台北市,"裝潢美宅,近商圈"
04a2d228651599e,朗居天母國家園首景觀帝王戶,72000000,47.12,16.3,15.0,台北市,"三面採光,平面車位,景觀宅,高樓層"
0e248928538635f,元利四季莊園旁一樓公寓★找中信鉑曜小徐談價,19980000,28.69,47.0,1.0,台北市,免爬樓梯
0aa12528547879f,和益金銀,13880000,11.23,42.0,6.0,台北市,
095d4b28634273d,44北投.千禾漾.三房雙車位 7年屋,26000000,19.17,7.0,3.0,台北市,"雙衛浴,平面車位,雙車位,採光佳,邊間,格局方正"
070134287007283,@獨家@麥當勞高樓景觀三房車位,29800000,22.83,26.0,8.0,台北市,"前後陽台,平面車位,採光佳,景觀宅,邊間,高樓層,格局方正"
051356286654799,北市7字頭X大3房X屋況好,22980000,21.48,42.0,3.0,台北市,
051386286832246,中山國小站低總價華廈三房,23100000,21.68,48.2,4.0,台北市,"採光佳,裝潢美宅,格局方正"
07ea5328406423d,南京復興捷運小品,26780000,9.67,0.7,3.0,台北市,"近捷運,近商圈"
042251287067000,單價77⭐☘️民生圓環朝南4房美寓⭐☘️21徐儀婷,32800000,39.12,50.4,4.0,台北市,
09894a287040177,⭐雙敦電梯四房近捷運⭐,36800000,30.71,46.2,6.0,台北市,"近捷運,近學區"
05285028694974a,松山❤️民生社區電梯小宅❤️21世紀阿偉,18880000,12.29,41.8,6.0,台北市,"採光佳,格局方正"
0d457528605090f,天母古道四房美廈,45880000,49.29,40.4,3.0,台北市,"房間皆有窗,採光佳,景觀宅,裝潢美宅,近公園"
04b6f9285746835,景美捷運挑高美宅,15660000,11.27,22.6,9.0,台北市,"房間皆有窗,宜收租,裝潢美宅,近公園,近學區"
05d62c28651859a,天母靜好邊間兩房+坡平,32680000,15.19,2.8,2.0,台北市,"平面車位,邊間,近商圈,房間皆有窗"
05e3f828628228d,近松山機場敦北民生純辦,71770000,55.83,41.0,10.0,台北市,"裝潢美宅,近商圈"
076734285540423,市府捷運商圈收租都更透天厝有增建,26000000,18.02,58.0,2.0,台北市,"宜收租,裝潢美宅,近商圈"
0e84df285745381,敦北靜巷庭院方正一樓,44880000,26.21,51.7,1.0,台北市,"採光佳,邊間,宜收租,免爬樓梯,有庭院,裝潢美宅,近捷運,近公園,近學區,格局方正"
0abdb6283608490,雙連捷運☀️電梯北歐2+1房☀️21小綠,17800000,16.21,47.9,9.0,台北市,"採光佳,裝潢美宅,高樓層,格局方正,近商圈,免爬樓梯,宜收租,近捷運"
099cfa283968109,紐約上城景觀套房,12500000,4.67,17.4,10.0,台北市,"景觀宅,宜收租,高樓層"
026d4c286483217,東區稀有1樓住辦宅,55800000,25.51,43.8,1.0,台北市,免爬樓梯
089cdc286508899,瑞安雅仕住店辦,55000000,25.15,36.9,1.0,台北市,免爬樓梯
041fee286556535,獨家｜中山捷運|電梯美三房,22000000,24.54,47.0,7.0,台北市,"宜收租,裝潢美宅"
0c28ca287152615,捷運文德站❤️內湖高中三房❤️大師房屋,26800000,26.03,42.0,2.0,台北市,
09bdae285788295,公園低總價蓮園寬藏金店面,23880000,11.89,15.0,1.0,台北市,"免爬樓梯,近公園,重劃區"
02e9b128574609d,榮華精裝電梯大戶,99880000,53.12,23.0,4.0,台北市,"前後陽台,採光佳,景觀宅,邊間,裝潢美宅"
0aa93228620619d,老斌推薦捷運方正二樓美寓,22500000,25.78,44.0,2.0,台北市,"三面採光,邊間,永久棟距,格局方正"
089e6c286004856,麟光捷運黃金二樓,22380000,25.53,49.0,2.0,台北市,"前後陽台,近捷運,近公車站,格局方正"
0e6d1c286978450,近天母新光三越一樓,36800000,35.29,47.2,1.0,台北市,"三面採光,邊間,宜收租,免爬樓梯"
04a71828706762a,中山❤️⭐花博陽光電梯2房❤️⭐21世紀徐儀婷,23880000,19.26,37.1,5.0,台北市,採光佳
035f72285745699,新生北米蘭稀有釋出,56000000,38.54,23.6,5.0,台北市,"廁所開窗,三面採光,一層一戶,裝潢美宅,近捷運,近公園,近商圈"
06999a28698368b,(我是承辦)興安國宅稀有2房~太平洋房屋林志峰,25500000,19.95,38.5,3.0,台北市,
0ca776286513419,中山國小捷運方正美妝三房,23100000,21.68,48.2,4.0,台北市,"裝潢美宅,近商圈"
0edd64285870696,親友獨家士林捷運裝潢小資宅,10500000,6.72,29.0,2.0,台北市,裝潢美宅
04330428703980c,☀️獨家專賣❤️內湖電梯別墅❤️看必喜歡,54880000,37.61,15.5,3.0,台北市,平面車位
0897f928692596a,北投草山水美溫泉雅築,12800000,9.99,15.8,6.0,台北市,"廁所開窗,景觀宅,宜收租,裝潢美宅,格局方正"
0c5b03285679430,萬華西門廣一漂亮套房,10800000,7.66,33.0,11.0,台北市,"裝潢美宅,近商圈"
09f7ec286518572,北士科優質住辦H,42800000,36.39,33.5,6.0,台北市,"採光佳,邊間"
0c6247286730400,民權首富◆高樓朝北看圓山,15500000,6.35,0.8,12.0,台北市,"景觀宅,裝潢美宅,次頂樓"
08d02528704005c,⭐南京三民捷運站正面公園2樓⭐,29500000,27.19,50.1,2.0,台北市,"一層一戶,近公園"
0e0bdc285967538,獨家|愛眉山莊|藍天綠意好宅✨,14660000,10.43,21.0,5.0,台北市,景觀宅
0ee03528598488d,麟光捷運黃金二樓,22380000,25.53,48.1,2.0,台北市,"前後陽台,近公車站,格局方正"
0b252a285853319,✨(專約)新北投竹林禪溫泉渡假景觀好房✨,22500000,16.41,22.0,8.0,台北市,"景觀宅,近捷運,近公園,近學區"
0ecc2728551260a,國賓官邸三房雙坡平,62880000,38.22,9.4,4.0,台北市,雙車位
0858fb286925812,忠孝界露臺１樓雙車位,29800000,12.48,11.1,1.0,台北市,"有露臺,雙車位,免爬樓梯,裝潢美宅,近捷運,近商圈"
07d7ca218942596,外雙溪至善路二段透天別墅 台北店面住家,88000000,68.36,50.8,0.0,台北市,"三面採光,平面車位,景觀宅,獨棟,前後陽台,採光佳,裝潢美宅"
08f35028639116e,民生社區國泰美妝三樓,24380000,27.15,49.7,3.0,台北市,"前後陽台,無暗房,格局方正"
0e626d287039773,⭐單價低❤️新東超大4房公寓❤️陽台進出,37800000,49.27,44.2,3.0,台北市,
0dadca285408692,木新路一層一戶成家好屋,15880000,24.99,47.4,5.0,台北市,"一層一戶,近公車站"
015b5f28649351f,近四鐵共構2房附車位,27000000,16.9,30.8,4.0,台北市,"近學區,格局方正"
079751285287264,松江南京☀️超低總小資宅☀️21小綠,14980000,10.14,47.3,8.0,台北市,"採光佳,邊間,裝潢美宅,高樓層,近商圈,宜收租,免爬樓梯,近捷運"
01e7a2285996427,敦南名邸四房含坡平車位,51880000,31.82,34.6,6.0,台北市,"三面採光,平面車位,邊間,近學區,格局方正"
049f30286282549,雙敦雷根五房車,74600000,53.9,40.3,5.0,台北市,"房間皆有窗,裝潢美宅,近學區,近商圈"
050adf28594286f,南一低總２＋１房小家庭,9900000,9.56,49.5,2.0,台北市,"廁所開窗,房間皆有窗,景觀宅,裝潢美宅,近公園,格局方正"
0a1c8e28605040e,北醫吳興公寓三房,17980000,25.47,45.3,5.0,台北市,"前後陽台,景觀宅,邊間,宜收租,裝潢美宅,格局方正,近商圈"
074b4328681217d,台北松江屋況超好超大三房,26800000,23.99,47.0,4.0,台北市,"裝潢美宅,近商圈"
02757428694921a,松山❤️介壽國中幽靜2樓❤️21世紀阿偉,42880000,38.08,46.7,2.0,台北市,"採光佳,近學區,格局方正"
0f665d28666545c,雙城華廈新裝2房,12800000,8.02,44.9,3.0,台北市,"宜收租,裝潢美宅"
0c347a286200753,甲桂林樹海景觀三房管理名宅,23800000,36.59,39.9,2.0,台北市,"景觀宅,邊間,裝潢美宅,永久棟距,近學區"
0d1548284065700,萬大方正美寓（主15K）,11800000,17.84,0.0,3.0,台北市,"近捷運,格局方正"
081878286521523,夢幻極品大庭院車庫,37800000,32.03,44.7,1.0,台北市,"免爬樓梯,有庭院,近公園"
038eb528697817c,忠孝復興國泰聯合4房車位,58000000,46.16,0.0,6.0,台北市,平面車位
087a17285746887,新案稀有頂樓大空間,32680000,20.73,41.0,5.0,台北市,"前後陽台,景觀宅,宜收租,裝潢美宅,格局方正"
00a11127123331e,✪家樂福旁面寬一樓✪ 醒目好地點~21世紀｜許鴻英,48800000,33.77,51.3,1.0,台北市,免爬樓梯
08216d286949403,南港❤️後山埤捷運透天別墅❤️21世紀阿偉,69800000,29.14,29.7,2.0,台北市,"平面車位,近捷運"
0b63ff28683392a,中山國小雙捷運電梯美2房,13880000,11.24,42.5,6.0,台北市,裝潢美宅
07750f286850309,❤️天母島耕座～方正美三房＋車位❤️,48880000,29.19,15.0,2.0,台北市,"採光佳,邊間,無暗房"
012c5c285408808,台大羅斯福精緻美屋＋車位,35080000,16.58,8.3,5.0,台北市,"廁所開窗,採光佳,邊間,近公園"
0208af285050160,陽光四季三房雙車位-全新裝潢,55880000,28.09,14.4,2.0,台北市,"雙車位,裝潢美宅,格局方正"
0c08b428531451c,忠泰風格面中庭,98000000,38.63,17.2,3.0,台北市,
0df33628574691e,民生海華高樓美三房附車位,38800000,24.84,41.2,11.0,台北市,"平面車位,近學區,高樓層,近商圈"
086b3328703842c,新獨家★南京三民捷運高樓二房★,25680000,18.64,42.0,9.0,台北市,"景觀宅,高樓層"
02f78a28574532e,中正國中謙邸書香美屋,32880000,10.87,9.1,1.0,台北市,"免爬樓梯,裝潢美宅,近捷運,格局方正"
06b572286522652,「金華國中」優質學區精緻美寓,29980000,22.73,47.5,5.0,台北市,"三面採光,前後陽台,邊間,裝潢美宅,近學區,近商圈"
0e28e4287040025,松山新城乙標⭐綠蔭2房+抽籤車位⭐,35000000,17.98,23.7,1.0,台北市,"平面車位,免爬樓梯"
094827281947386,安和路2段收租金店面,75000000,26.18,43.6,1.0,台北市,"宜收租,免爬樓梯,近公車站"
04d401287055671,212 捷運後山埤站二號出口｜採光3房公寓,29000000,32.12,37.0,4.0,台北市,"雙衛浴,近學區,近公車站,近商圈"
0d878c286570969,寧夏大福將美居坡平面車位,13600000,5.74,28.1,9.0,台北市,"平面車位,景觀宅,裝潢美宅,高樓層,格局方正,近商圈"
0bb5e0285854453,果菜市場萬大路光仁學區,18880000,28.12,38.3,5.0,台北市,"一層一戶,近學區,格局方正"
0092de286205512,安東市民華廈(K24004E),33890000,29.62,39.7,5.0,台北市,"格局方正,近商圈"
082ba5286975534,獨家親友專任天母國小典雅兩房,31680000,10.46,7.9,7.0,台北市,近學區
06553b28704849c,信義匯普面公園,68880000,52.3,34.3,7.0,台北市,"平面車位,近公園,近學區,格局方正"
002470285570966,晴光宜居美套,7500000,6.96,45.0,7.0,台北市,"宜收租,裝潢美宅,近捷運,近公園,近商圈"
0a21a328697811b,天母百坪三角窗店面I,100000000,66.34,11.2,1.0,台北市,"邊間,免爬樓梯,近商圈"
0d79de28533709b,大直北安路雙層美辦,72880000,75.04,31.0,1.0,台北市,"免爬樓梯,近商圈"
06aef7286391885,景泰園一樓雙車稀有釋出,178000000,78.8,21.8,1.0,台北市,"平面車位,雙車位,免爬樓梯,裝潢美宅,近學區,近商圈"
0c43d9285057221,新生金華獨棟電梯,43880000,25.84,38.2,2.0,台北市,"獨棟,近學區,近商圈"
0b5df8286786805,芝山捷運典雅美廈3房,29880000,33.94,47.9,5.0,台北市,"採光佳,邊間,近捷運"
087ec228652153f,石牌公園國中美妝二樓,23800000,32.62,52.3,2.0,台北市,"房間皆有窗,裝潢美宅,格局方正,廁所開窗"
0881c628705623b,獨家~紅線捷運明德靜巷2樓美寓,27500000,28.36,43.8,2.0,台北市,近學區
020b5328704007e,⭐建成高樓景觀2房⭐,24500000,16.4,35.1,10.0,台北市,"景觀宅,永久棟距,高樓層"
027388286948917,松山❤️大院子大苑子一樓❤️21世紀阿偉,43800000,28.93,41.9,1.0,台北市,"免爬樓梯,有庭院"
0bb0f028585441c,大安公園宅1+2,89880000,107.2,49.9,,台北市,近公園
099cab28087992b,台北車站稀有停車位*2,4600000,0.12,22.4,,台北市,"宜收租,近商圈"
0bfe38285541449,W50榮耀爵市高樓3樓,28800000,23.14,27.4,10.0,台北市,"高樓層,格局方正"
09dc22285490744,內湖捷運辦公室,33000000,30.0,39.9,2.0,台北市,
0009d8286730059,羅丹新象北醫雅緻居,12800000,5.74,31.0,4.0,台北市,裝潢美宅
01872628649322d,雷根大廈典雅五房附車位,74600000,53.9,40.3,5.0,台北市,"裝潢美宅,近捷運,近學區"
03600a286416881,店長推薦正天母金店面,36800000,17.68,39.4,1.0,台北市,"宜收租,免爬樓梯,裝潢美宅,近公園,格局方正"
01e2b1285014769,敦南通商高樓純辦,94000000,62.28,32.9,8.0,台北市,"採光佳,近捷運,高樓層,格局方正"
0476d4282281510,(D88)大湖捷運站旁金店面,59800000,25.48,29.4,1.0,台北市,"宜收租,免爬樓梯"
0a53db28641597f,大永康國際觀光雙金店,165000000,20.95,49.7,1.0,台北市,"免爬樓梯,近捷運,近公園,近學區,格局方正,近商圈"
08fc12286845420,新生八十里公園美三房,38500000,15.56,16.5,9.0,台北市,"邊間,近學區,高樓層"
0e31d028706676c,專任❤️三民低總價人潮賺錢一樓❤️21世紀徐儀婷,21800000,23.93,41.6,1.0,台北市,免爬樓梯
0305c5285409254,”新案”天母彩色欒樹大戶,45880000,37.09,17.3,4.0,台北市,"三面採光,前後陽台,平面車位,邊間"
0cd5f228594180c,邊間公教住宅３樓土持大,42000000,32.89,55.2,3.0,台北市,"採光佳,邊間,裝潢美宅,近捷運,近公園,近商圈"
0b481928552273a,天母遠眺101喜園三合院,360000000,49.13,54.2,1.0,台北市,"景觀宅,裝潢美宅,大地坪,近商圈"
0ce738279163377,國父紀念館金店面,230000000,37.46,41.9,1.0,台北市,免爬樓梯
0dc2b6285571376,南京復興站前一樓,35000000,17.3,55.6,1.0,台北市,"宜收租,免爬樓梯,裝潢美宅,近捷運,近公園,近商圈"
0b5b9a287057196,J15士林夜士黃金店面,138880000,26.51,47.6,1.0,台北市,"宜收租,免爬樓梯,近商圈"
0bf14528550808f,天母景觀美寓$,21400000,28.87,42.3,5.0,台北市,"三面採光,景觀宅,邊間,宜收租,近學區"
09924528607833a,芬第LIF／重陽重劃區。近兩大河濱公園 二房＋車位,32500000,18.94,16.0,6.0,台北市,"平面車位,重劃區"
0b7e7728656974a,長春商圈ＣＰ值住辦,78800000,88.63,46.2,11.0,台北市,"景觀宅,裝潢美宅,高樓層,近商圈"
068d5f28597367a,南京IC金店面,25880000,12.03,22.5,1.0,台北市,"宜收租,免爬樓梯,近商圈"
012d4c28697809f,美麗華超值金店一二樓車,82000000,38.53,20.9,2.0,台北市,"平面車位,近商圈"
01100628605112c,天母大空間精緻華廈,32800000,31.45,44.0,7.0,台北市,"房間皆有窗,採光佳,景觀宅,裝潢美宅,近公園,近學區,格局方正"
098a64284362270,敦南安和國家大樓(121),58880000,41.77,45.9,7.0,台北市,"三面採光,近捷運,近商圈"
0fba1928651941c,家居之最正面磺溪樹海,92880000,41.62,21.9,5.0,台北市,"平面車位,一層一戶"
0ed027286948457,松山❤️圓環美妝4房+車位❤️21世紀阿偉,53880000,41.29,41.8,4.0,台北市,"平面車位,裝潢美宅,永久棟距"
00b035286507570,專任~阿曼之星邊間陽台2房,18000000,7.98,16.0,3.0,台北市,"平面車位,採光佳,邊間,近捷運,格局方正,近商圈"
0112cd28579445e,宏盛綠意公寓三樓,26880000,19.14,27.0,3.0,台北市,
083c3a285336692,捷運忠孝新生站*鼎客美居捷運350m☎副都中央金利,19880000,14.67,40.0,5.0,台北市,
0719db286982139,西湖站⭐️麗山學區⭐️美妝庭院戶,22880000,23.25,42.0,1.0,台北市,"房間皆有窗,採光佳,邊間,免爬樓梯,有庭院,近學區"
02a4fb287042102,南港三鐵車站黃金3樓~中信楊玉芬,23880000,20.94,46.6,3.0,台北市,"近公園,格局方正"
01ae4d285618351,學區套房,12880000,6.75,3.0,2.0,台北市,"近學區,近捷運,近商圈,裝潢美宅"
027fd2286707824,225近捷運小巨蛋站｜敦化新城乙基地｜超低公設3房,38190000,27.09,34.0,3.0,台北市,"宜收租,近捷運,近商圈,近學區,近公車站"
0200d1287030545,國父紀念館四房管理華廈,49880000,41.49,48.8,3.0,台北市,"廁所開窗,前後陽台,房間皆有窗,景觀宅,裝潢美宅,近公園"
0304e2286282251,台塑敦北民生帷幕純辦大樓,135180000,105.19,41.0,10.0,台北市,"裝潢美宅,近商圈"
0f12a828628282e,石牌漂亮樓中樓社區美寓,31200000,30.89,35.4,5.0,台北市,"前後陽台,房間皆有窗,邊間,裝潢美宅,近學區"
05ed4028709609c,敦南逸園四房坡平車,51880000,31.82,34.6,6.0,台北市,"平面車位,邊間,近捷運,近學區,近商圈"
0b7b89286029610,卡莎米亞景觀4房+車,28800000,32.83,27.5,13.0,台北市,"平面車位,景觀宅"
0e84fe285957391,實小南門美裝三房,23380000,18.16,45.7,5.0,台北市,"三面採光,邊間,近學區,近商圈"
0acd1c284879077,EAT時尚美妝採光2房,29900000,11.42,19.5,6.0,台北市,近商圈
09728f28714858c,❤️忠孝東路帷幕整層辦公❤️大師房屋羅小姐,79880000,61.68,45.0,6.0,台北市,
0381c627941309e,中山雙捷時尚精緻小宅＋車位,13980000,5.17,15.7,12.0,台北市,"裝潢美宅,近商圈"
02cf34286351002,大湖山莊景觀別墅$,298000000,123.57,29.5,3.0,台北市,"景觀宅,近公園"
0d83e728599444e,唭哩岸捷運景觀大戶~4房車位 全新裝潢,63000000,52.38,31.8,11.0,台北市,"平面車位,景觀宅,裝潢美宅,近捷運,高樓層"
01f9f1286519213,家居雲門金典庭院車庫戶,148000000,41.6,17.1,1.0,台北市,"三面採光,平面車位,免爬樓梯,有庭院,裝潢美宅"
02519928397798a,【地上權】大安區超低總電梯4室+車位,16800000,31.2,25.3,3.0,台北市,"平面車位,採光佳,近捷運"
0ae7c7286949333,松山❤️民生社區朝南一樓❤️21世紀阿偉,39980000,32.5,51.8,1.0,台北市,"免爬樓梯,格局方正"
0f8f4428651863a,稀有平地大庭院傳家邸,220000000,203.99,6.1,3.0,台北市,"有庭院,格局方正"
0f19a428714775b,捷運市府站\/坡平車位\/潤泰極品❤️大師房屋羅小姐,38500000,24.72,22.0,6.0,台北市,平面車位
009ace286866368,~六張犁捷運三房美華廈~,39800000,33.71,41.0,2.0,台北市,"裝潢美宅,格局方正"
061d0628606849e,親友委託獨家專售天母3面採光4房坡車,29800000,46.0,40.0,3.0,台北市,"三面採光,近公園"
0c53ff286896508,獨家☀️民生國中三房美寓☀️21小綠,31880000,28.82,51.0,2.0,台北市,"近公園,近學區,近商圈,前後陽台"
08bcb928570391c,獨家專任\/近昆陽捷運站。近公園 格局方正3房A＋,24800000,30.06,48.0,4.0,台北市,"近公園,格局方正"
0eee9428686934a,NY21高樓典雅戶,88880000,34.73,12.9,10.0,台北市,"三面採光,邊間,高樓層,格局方正"
0a81e8286978339,大杰青田稀有住辦一樓,47880000,66.9,31.9,1.0,台北市,"免爬樓梯,近捷運"
01732228530943a,優秀賞坡道車位,3200000,0.0,24.8,,台北市,平面車位
0759e028694879f,來吧！營業中❤️正馬路上三角窗金店。21世紀阿偉,76000000,36.13,39.7,1.0,台北市,"邊間,免爬樓梯"
02b9ab286366722,大直國家綠景樓中樓+坡平車位,38800000,42.97,34.4,5.0,台北市,"平面車位,景觀宅,近商圈"
09dc1428706750f,⭐❤️民生日月高樓景觀+車位⭐❤️21世紀徐儀婷,45600000,18.47,6.7,10.0,台北市,"景觀宅,高樓層"
0ee733285941925,松江南京稀有公寓２樓,22800000,28.11,56.6,2.0,台北市,"景觀宅,裝潢美宅,近公園"
0d44ab28424044a,全新大安捷運3房+平面車位,78800000,29.49,1.3,11.0,台北市,"平面車位,近學區"
019921285417658,新生長春邊間三樓,36000000,32.43,39.7,3.0,台北市,"邊間,宜收租"
063faf285524261,【024】內湖捷運精緻二樓,21800000,24.61,46.9,2.0,台北市,裝潢美宅
07407628651940e,天母SOGO透天金店面,120000000,39.34,54.7,2.0,台北市,宜收租
04de9628706593f,忠順大院2❤️高樓景觀3房車✨@21世紀張詩語,47800000,25.88,4.8,14.0,台北市,"平面車位,採光佳,景觀宅,邊間,近公園,高樓層"
0c16d5286169888,降價!!⭐後山埤低總價邊間一樓⭐中信珮甄,18880000,17.28,47.0,1.0,台北市,"邊間,宜收租,免爬樓梯,格局方正"
080a32285876822,萬商大樓後山埤捷運稀有釋出,66500000,79.26,44.0,5.0,台北市,"近公車站,格局方正,近商圈"
0800fb28708943d,鉑金苑高質感兩房,45800000,20.39,10.2,2.0,台北市,"廁所開窗,邊間,裝潢美宅,近捷運"
0e8ce5286177618,興福國中寧靜一樓,12720000,19.98,41.3,1.0,台北市,"免爬樓梯,格局方正"
0bc02c287102364,木柵捷運比佛利名家,29800000,29.51,30.0,3.0,台北市,"廁所開窗,三面採光,雙衛浴,近捷運,近公園"
034b5b286730208,閱讀中研景觀一房,19880000,10.68,0.7,12.0,台北市,"房間皆有窗,平面車位,景觀宅,近公園,近交流道,近商圈"
04cf2b28706706d,新東街⭐❤️民生社區大坪數四房⭐❤️21徐儀婷,37800000,49.27,43.5,3.0,台北市,"景觀宅,邊間"
07e5de28703088f,低調歐風三房華廈,39800000,33.4,43.0,5.0,台北市,"房間皆有窗,裝潢美宅,近捷運,近公園"
0f00e128568449b,古亭站電梯住辦,32000000,25.54,39.5,2.0,台北市,"近捷運,近商圈"
0d2b95287040163,獨家專賣⭐寶清街1樓+B1⭐使用空間超大,52800000,34.73,35.2,1.0,台北市,"免爬樓梯,近商圈"
0240c2286871242,雙連捷運透天收租店面,269990000,64.08,72.5,2.0,台北市,"宜收租,近商圈"
03dadd287007575,IZ9心中山社區車位出售,3200000,0.0,7.3,,台北市,"平面車位,宜收租"
0e24ec28623173b,新東京高樓後棟捷運宅,19500000,8.37,14.2,8.0,台北市,"採光佳,宜收租,近捷運,高樓層"
0806d2287067039,民生❤️東方邊間林蔭4房❤️21世紀,43600000,33.87,45.5,5.0,台北市,"三面採光,邊間,高樓層"
016265286948950,大安❤️成功國宅商用2樓❤️21世紀阿偉,14800000,12.35,39.5,2.0,台北市,"採光佳,宜收租"
0b7f5c27615044b,獨家✨陽明山農地送小木屋,36880000,30.5,0.0,0.0,台北市,"房間皆有窗,有庭院,裝潢美宅"
0dd02d285571551,天母士東電梯一房一廳,10900000,8.76,32.1,3.0,台北市,"採光佳,邊間"
01be1c286530872,✅捷運文德400公尺.方正壹樓+地下室.地點好,38800000,23.45,42.0,1.0,台北市,"免爬樓梯,近捷運"
00517028628216f,元利旁小家庭,15980000,10.68,8.0,2.0,台北市,"採光佳,邊間,裝潢美宅"
0a19fb28672996c,雙敦㊫近寧安公園公寓二樓,18380000,16.92,54.3,2.0,台北市,"廁所開窗,裝潢美宅,近公園,近學區"
0d96cb286853854,中山國小站低總價華廈三房,23100000,21.68,48.2,4.0,台北市,"採光佳,裝潢美宅,格局方正"
096d15286990317,忠誠崗石城堡盛宴大4房雙坡車,98800000,54.27,20.0,2.0,台北市,平面車位
